frames,neutral,happy,sad,angry,fearful,disgusted,surprised
0,0.9270593523979187,0.014529445208609104,0.03627265989780426,0.02149374969303608,9.204744856106117e-06,0.00046251696767285466,0.00017309343093074858
1,0.9798692464828491,0.0015764853451400995,0.0004889343399554491,0.003432979341596365,2.520296948205214e-05,7.29084640624933e-05,0.01453431136906147
2,0.9995195269584656,0.0002227133372798562,3.0966944905230775e-05,2.862750625354238e-05,2.4998817593768763e-07,3.8426230730692623e-07,0.00019740434072446078
3,0.9978548884391785,0.00011186019401066005,0.0004585809074342251,0.0012137567391619086,1.2447067092580255e-06,8.24846119940048e-06,0.0003515403950586915
4,0.9989790916442871,9.733356273500249e-05,0.00011107420868938789,0.00019669588073156774,8.169745342456736e-07,7.815063440830272e-07,0.0006141745834611356
5,0.991998016834259,0.0002224211348220706,0.00015086929488461465,0.00027093084645457566,2.9552390969911357e-06,3.766263716897811e-06,0.007351171690970659
6,0.9933657050132751,3.370822741999291e-05,0.004600936081260443,0.0017330970149487257,1.5986578318916145e-06,2.316834297744208e-06,0.0002626224886626005
7,0.99807208776474,0.00013481186761055142,0.0003164076479151845,0.0008240563329309225,2.1024472971475916e-06,7.129032837838167e-06,0.000643483828753233
8,0.9993492960929871,5.654242340824567e-05,7.320024451473728e-05,6.461918383138254e-05,5.209820983509417e-07,1.1932628467548057e-06,0.0004546749987639487
9,0.9992459416389465,0.00013283091539051384,0.00041656196117401123,4.942088344250806e-05,1.0112759127878235e-06,4.7264265390367655e-07,0.00015361857367679477
10,0.9995218515396118,4.25978796556592e-05,5.3666331950807944e-05,3.52680217474699e-05,7.442192213602539e-07,3.194565181274811e-07,0.00034569474519230425
11,0.99880051612854,0.00027987497742287815,0.00038171184132806957,7.94970037532039e-05,2.466230398567859e-06,4.354006250650855e-06,0.0004514548636507243
12,0.9797022342681885,0.0004844367504119873,0.0016947308322414756,5.534235970117152e-05,5.049651736044325e-05,6.692993110846146e-07,0.01801202818751335
13,0.9879889488220215,0.0006881575682200491,0.00019177152717020363,5.35939761903137e-05,4.897372127743438e-05,2.4944342840171885e-06,0.011026101186871529
14,0.993860125541687,0.0005800237995572388,0.004306623246520758,8.869211887940764e-05,1.1525341506057885e-05,3.804872903856449e-05,0.0011148746125400066
15,0.9974921941757202,0.0006126933149062097,0.00026153901126235723,2.4175082216970623e-05,3.3506312320241705e-06,1.297092012464418e-06,0.0016049323603510857
16,0.9948176145553589,0.0009879610734060407,0.00010201257100561634,9.290441812481731e-05,1.8635893866303377e-05,4.697124040831113e-06,0.003976306412369013
17,0.9993422031402588,0.0004490541759878397,5.9580528613878414e-05,3.0188943128450774e-05,9.791210686671548e-07,1.5661174757042318e-06,0.00011649150110315531
18,0.9536499381065369,0.012989507056772709,0.0013286437606438994,0.00024270465655718,0.0006792214117012918,8.385135879507288e-05,0.031026115640997887
19,0.9930238127708435,0.0023296279832720757,0.002694988390430808,0.00033620992326177657,3.6375302443047985e-05,2.2082736904849298e-05,0.0015568903181701899
20,0.9742802977561951,0.003270423971116543,0.015551391057670116,0.0013266444439068437,0.0002513395738787949,0.0002765535900834948,0.005043447948992252
21,0.9968457221984863,0.0014852144522592425,0.00021064312022645026,0.0006230464787222445,1.1632898349489551e-05,5.2824259910266846e-05,0.0007708613993600011
22,0.9975792169570923,0.0019483061041682959,7.073242886690423e-05,0.0003629406855907291,3.1000067224340455e-07,6.491104159067618e-06,3.218104029656388e-05
23,0.9985079169273376,0.0004792424733750522,0.0003846223698928952,0.0005550073110498488,3.245093012083089e-07,5.820756996399723e-06,6.721652607666329e-05
24,0.9978408813476562,0.00024436035891994834,0.00019709375919774175,0.0014964559813961387,1.7908699589952448e-07,8.076047379290685e-06,0.0002131591027136892
25,0.9980921745300293,0.00039832666516304016,8.408676876570098e-06,0.0013991305604577065,1.1092072327301139e-07,1.481762774346862e-05,8.722685743123293e-05
26,0.9987667798995972,0.0008744762744754553,3.698867203638656e-06,0.0002492050698492676,6.600035362680501e-08,3.974340415879851e-06,0.00010186190047534183
27,0.999258816242218,0.0002468795864842832,0.00034449982922524214,6.886868504807353e-05,6.316280405371799e-07,1.1296733646304347e-06,7.929551793495193e-05
28,0.9964215755462646,0.0002423449041089043,0.002055661054328084,0.0009531031828373671,3.412584874240565e-06,4.077965513715753e-06,0.0003199256316293031
29,0.9886077046394348,0.003739349776878953,0.0028973997104912996,0.0004709821077995002,2.7097437850898132e-05,2.9405382520053536e-06,0.004254584200680256
30,0.9979098439216614,0.0015273339813575149,3.337800535518909e-06,0.0004573076730594039,1.0930659044561253e-07,1.565700222272426e-05,8.628023351775482e-05
31,0.9974001049995422,0.00230386178009212,0.00019447857630439103,3.127643867628649e-05,2.3453937956219306e-06,4.23700413421102e-07,6.749145541107282e-05
32,0.9627151489257812,0.03408737853169441,0.0005136232357472181,0.0005197591381147504,5.582324320130283e-06,0.0003299787931609899,0.00182863709051162
33,0.9730280637741089,0.0030358661897480488,0.009999046102166176,0.004664697218686342,2.1476356778293848e-05,0.009224893525242805,2.5992114387918264e-05
34,0.900056779384613,0.003686134936287999,0.009006228297948837,0.0752713531255722,4.1845054511213675e-05,0.011847704648971558,8.991889626486227e-05
35,0.9927195906639099,0.00304839457385242,0.0009477491257712245,0.002468366641551256,3.3707226521073608e-06,0.0007287170155905187,8.372065349249169e-05
36,0.9792899489402771,0.004301204811781645,0.011461179703474045,0.0027747375424951315,6.228134225239046e-06,0.0020916799549013376,7.508312410209328e-05
37,0.9955928325653076,0.0014303678181022406,0.00039673552964814007,0.0023772544227540493,4.439903477759799e-06,4.37904272985179e-05,0.000154590088641271
38,0.997493326663971,0.0014004167169332504,0.0009778124513104558,0.00011329562403261662,4.177698542662256e-07,5.505818080564495e-06,9.187662726617418e-06
39,0.9960505962371826,1.2380025509628467e-05,0.0021209551487118006,0.0016931239515542984,4.696223641076358e-07,3.7392788954093703e-07,0.00012212454748805612
40,0.9902352094650269,2.097297510772478e-06,2.2077219909988344e-05,0.009472567588090897,3.353817703555251e-07,1.8513050008550636e-06,0.0002660646568983793
41,0.9516041278839111,0.00014664631453342736,0.0059623271226882935,0.03763219341635704,1.7309055692749098e-05,0.001494862255640328,0.0031426188070327044
42,0.9957547783851624,0.0008476701914332807,0.00014471054601017386,0.002661763457581401,2.1308417217369424e-06,0.0004074090684298426,0.00018164269567932934
43,0.9352051615715027,0.021692484617233276,0.006820223294198513,0.025633854791522026,0.0006183452205732465,0.008378871716558933,0.0016511660069227219
44,0.9281286001205444,0.008984200656414032,0.0025752985384315252,0.044619783759117126,7.194966747192666e-05,0.014763040468096733,0.0008571494254283607
45,0.9893941283226013,0.0008375159231945872,0.001397832646034658,0.00648990785703063,1.3011573173571378e-05,0.001321030780673027,0.0005464623682200909
46,0.9952147603034973,0.0040710256434977055,2.6049858206533827e-05,0.0003720269014593214,7.384562650258886e-07,0.0002349083370063454,8.0404533946421e-05
47,0.9585520625114441,0.0057631670497357845,0.0023279485758394003,0.02619742415845394,3.719359665410593e-05,0.006823607720434666,0.00029871505103074014
48,0.8888640999794006,0.0032091306056827307,0.004490234423428774,0.08446996659040451,0.00011700308095896617,0.017408162355422974,0.0014415429905056953
49,0.8021707534790039,0.0017677975120022893,0.009584750980138779,0.12477683275938034,0.000282840512227267,0.06030161306262016,0.0011153346858918667
50,0.9233364462852478,0.02077174372971058,0.008166417479515076,0.020968783646821976,0.0008383933454751968,0.024401718750596046,0.0015164989745244384
51,0.904769778251648,0.010672269389033318,0.01075514405965805,0.05579598620533943,0.0007412697887048125,0.015354819595813751,0.001910682301968336
52,0.981798529624939,0.0006861466681584716,0.0001043021838995628,0.013085228390991688,9.281191523768939e-06,0.002139233285561204,0.0021771336905658245
53,0.9855650663375854,0.001141538959927857,0.00014868364087305963,0.011605039238929749,1.0403247188151e-06,0.001425452996045351,0.00011317555618006736
54,0.9683529734611511,0.0023893334437161684,0.011126662604510784,0.009020349010825157,0.000480296352179721,0.005130383651703596,0.00350004225037992
55,0.9817166328430176,0.013877474702894688,0.0020633204840123653,0.0007642158889211714,3.76576826965902e-05,0.00124750891700387,0.00029307129443623126
56,0.9909182190895081,0.004287244286388159,0.00251687690615654,0.001645943964831531,2.0209319700370543e-05,0.0004091303562745452,0.0002022264088736847
57,0.9965962767601013,0.0007776638958603144,0.0009856283431872725,0.0011794299352914095,8.118310688587371e-06,0.00033010620973072946,0.00012270166189409792
58,0.9907292127609253,0.0012812032364308834,0.0022404049523174763,0.004067652393132448,2.887556911446154e-05,0.0008981410064734519,0.0007544277468696237
59,0.9924148321151733,0.0036151716485619545,0.0016622851835563779,0.0012111334362998605,1.3793236576020718e-05,0.0005578534910455346,0.0005250429385341704
60,0.9970027804374695,0.00021187048696447164,0.0003095362044405192,0.0020018494687974453,1.0647998351487331e-05,2.4138418666552752e-05,0.0004391229012981057
61,0.9992426633834839,0.00012904901814181358,0.0001525792176835239,0.00034189768484793603,8.967985536401102e-07,6.712159574817633e-06,0.0001265027531189844
