frames,neutral,happy,sad,angry,fearful,disgusted,surprised
0,0.9820794463157654,1.2126475894547184e-06,2.0340772266536078e-07,3.279450174886733e-05,3.970220348037401e-07,8.440749432736538e-09,0.017885880544781685
1,0.8987061977386475,3.899899456882849e-05,3.926732574655034e-07,2.182739626732655e-05,7.730307515885215e-06,3.38608828087672e-07,0.10122451186180115
2,0.9997449517250061,4.4409778638510033e-05,1.8035366533553088e-09,2.5759362642929773e-07,2.933508713720556e-10,2.6864981350627204e-09,0.00021054728131275624
3,0.9948297142982483,0.0010704441228881478,0.0036352865863591433,6.093875072110677e-06,1.0696929564346647e-07,1.428670884706662e-06,0.0004569408483803272
4,0.9842029809951782,0.007602372672408819,0.0003650296130217612,2.799825324473204e-06,2.100154461004422e-06,6.425023002520902e-07,0.007824067957699299
5,0.15802313387393951,0.06861168146133423,0.7349294424057007,0.0016816826537251472,4.7445639211218804e-05,0.034892886877059937,0.0018136374419555068
6,0.6102779507637024,5.443504414870404e-05,1.6502901416970417e-05,0.002198646077886224,0.00026998453540727496,2.1161225959076546e-05,0.38716137409210205
7,0.8713333010673523,0.0009664742392487824,1.752626667439472e-05,0.0004849087563343346,0.000791557424236089,2.398413698756485e-07,0.1264059990644455
8,0.9444031715393066,2.7123330710310256e-06,1.4299611393653322e-05,4.932864976581186e-05,9.969888924388215e-05,1.514586983830668e-06,0.05542929470539093
9,0.9887142777442932,7.739097054582089e-05,1.2736009921354707e-05,0.0009163838694803417,1.890685234684497e-05,5.138815140526276e-06,0.010255156084895134
10,0.9826897978782654,6.572202983079478e-05,3.5096701367365313e-07,4.5040655095363036e-05,7.982949341567291e-07,1.0109184813700267e-06,0.017197223380208015
11,0.9991922974586487,7.525239652750315e-06,1.2670765272559947e-06,0.00020331048290245235,7.781754902680404e-07,2.9772934340144275e-06,0.0005916810478083789
12,0.9919492602348328,4.1916056943591684e-05,8.894627256950116e-08,2.2214029741007835e-05,5.214448037804686e-07,1.6719341999760218e-07,0.007986011914908886
13,0.9475492238998413,0.00012480035366024822,3.495447060686274e-07,7.557975186500698e-05,6.259181759560306e-07,1.7577653466105403e-07,0.05224929749965668
14,0.9632985591888428,0.00012752716429531574,8.226801924138272e-07,0.00031420617597177625,2.663989562279312e-06,3.437281748119858e-06,0.03625292330980301
15,0.7403388619422913,5.1134356908733025e-05,4.228932539263042e-06,0.0011605541221797466,9.338257950730622e-05,6.791343025724927e-07,0.25835126638412476
16,0.9701626300811768,0.00018297166388947517,8.044843525567558e-06,0.001430935226380825,2.038823913608212e-05,3.936798293580068e-06,0.028191152960062027
17,0.9889882206916809,4.696923497249372e-05,9.808057939153514e-07,0.0004265225725248456,1.285018697672058e-06,1.499058726039948e-06,0.010534500703215599
18,0.9940572381019592,0.00034345703897997737,5.926206725348493e-08,6.771937478333712e-06,9.410955215116701e-08,1.7216608227954566e-07,0.005592379719018936
19,0.9995366334915161,1.4945914699637797e-05,8.783862170957946e-08,1.3431192201096565e-05,3.711936358286039e-08,4.618936344513713e-08,0.0004346741479821503
20,0.9998211860656738,2.342003608646337e-05,9.098748137148505e-07,1.059371334122261e-05,4.254498264799622e-08,8.441860543939583e-09,0.00014368610573001206
21,0.9996746182441711,3.9976446714717895e-05,4.840853307541693e-06,5.596073970082216e-05,4.822543928639789e-07,2.1351941370539862e-07,0.00022402683680411428
22,0.9957285523414612,4.3809042836073786e-05,7.916668437246699e-06,0.00012387969763949513,1.7142808701464674e-06,1.1901838803396458e-07,0.004093872848898172
23,0.9990410804748535,8.019294182304293e-05,2.969790102724801e-06,5.6949593272292987e-05,4.261346475686878e-07,6.650431316757022e-08,0.0008184002363123
24,0.9987476468086243,3.969308454543352e-05,7.472265792785038e-07,2.0718334781122394e-05,4.125670116650326e-08,1.3693217226773413e-08,0.0011911549372598529
25,0.9959068894386292,7.658598042326048e-05,5.91253456150298e-06,0.00025922071654349566,2.039145556409494e-06,5.280776917970798e-07,0.003748794784769416
26,0.9962068200111389,1.3409166058409028e-05,1.2477898962970357e-05,7.063981320243329e-05,5.490505827765446e-07,1.9608597767728497e-07,0.0036959496792405844
