frames,neutral,happy,sad,angry,fearful,disgusted,surprised
0,0.20086896419525146,0.00011007006833096966,0.00015780096873641014,0.4034043252468109,4.098059798707254e-05,0.00916648656129837,0.38625138998031616
1,0.021552694961428642,1.0071476026496384e-05,0.00021755167108494788,0.8092849850654602,1.0754331015050411e-05,0.05927518010139465,0.10964874178171158
2,0.35346293449401855,0.00043056439608335495,0.004644377622753382,0.13108019530773163,9.333011985290796e-05,0.3877270221710205,0.12256158143281937
3,0.8249858617782593,0.0027459096163511276,0.016422199085354805,0.13532258570194244,2.9360357075347565e-05,0.01432541199028492,0.006168578751385212
4,0.9263228178024292,0.00278904614970088,0.010292780585587025,0.04171111807227135,6.097225195844658e-07,0.017992183566093445,0.000891327450517565
5,0.7333658933639526,0.001174020697362721,0.014170588925480843,0.2040795534849167,1.5293597243726254e-05,0.04234401509165764,0.004850607831031084
6,0.02667587250471115,7.143986294977367e-05,0.0002143149613402784,0.8969292044639587,2.1615792320517357e-06,0.07193112373352051,0.004175923299044371
7,0.022507427260279655,4.0615873331262264e-06,1.2638590305869002e-05,0.9659103751182556,2.2820358935859986e-08,0.00866071879863739,0.0029046505223959684
8,0.9513952136039734,0.000629190937615931,2.254806167911738e-05,0.018690161406993866,7.158282073760347e-07,0.000359763071173802,0.028902309015393257
9,0.9934305548667908,0.0016104958485811949,6.053501783753745e-05,0.0012929912190884352,1.8036865867543384e-07,8.951442578108981e-05,0.0035157683305442333
10,0.11880942434072495,0.0005349592538550496,1.6651689293212257e-05,0.8584179282188416,5.9692561080737505e-06,0.0009673823369666934,0.021247578784823418
11,0.35405343770980835,0.0036540140863507986,0.0004948501591570675,0.591814398765564,3.494766497169621e-05,0.006697171367704868,0.04325129836797714
12,0.8232312798500061,0.0015624875668436289,6.993424904067069e-05,0.1212242990732193,8.443522347079124e-06,0.013436364009976387,0.04046708717942238
13,0.7769004702568054,0.16582871973514557,6.523545835079858e-06,0.04496251419186592,4.5502864054469683e-07,0.010457949712872505,0.0018432915676385164
14,0.3469545841217041,0.02225448749959469,9.698795474832878e-05,0.4716658294200897,7.207129328890005e-07,0.15860199928283691,0.00042530515929684043
15,0.39017441868782043,0.009609434753656387,7.114235631888732e-05,0.5662668347358704,8.727018041554402e-08,0.03350343555212021,0.00037450765375979245
16,0.7880194187164307,0.0025460117030888796,6.657246558461338e-05,0.17004725337028503,1.9790766359051304e-08,0.03867446258664131,0.0006463229656219482
17,0.37673693895339966,4.866784001933411e-05,0.0003987845266237855,0.5226743221282959,2.9382533739408245e-07,0.07795774191617966,0.02218332514166832
18,0.32811304926872253,0.0017685478087514639,0.005238755606114864,0.6166345477104187,1.6560161384404637e-05,0.006566294468939304,0.04166216403245926
19,0.9076051115989685,0.00693454360589385,0.0003059635346289724,0.03788793832063675,6.963187388464576e-06,7.083658420015126e-05,0.047188639640808105
20,0.09752576053142548,0.8970661759376526,0.0009095303248614073,0.0010707838227972388,2.5237413865397684e-06,0.0033012405037879944,0.0001238971744896844
21,0.20352618396282196,0.7771262526512146,0.00183925312012434,0.015515281818807125,1.7058760931831785e-05,0.001262941979803145,0.000713013403583318
22,0.016992194578051567,0.981664776802063,0.0008474707137793303,0.00028664752608165145,2.0098157165193697e-06,0.00016619687085039914,4.073204763699323e-05
23,0.27323880791664124,0.0013809436932206154,0.013895259238779545,0.484330952167511,8.151042129611596e-05,0.0371355377137661,0.18993692100048065
24,0.9874423146247864,0.005881007295101881,2.1157797164050862e-05,0.0027622252237051725,9.628299721953226e-07,0.0004029349365737289,0.003489196300506592
